PLZ,GPLZ,Canton
5013,5013,SO
5014,5014,SO
5015,5015,SO
5017,5017,AG
5018,5018,AG
5022,5022,AG
5023,5023,AG
5024,5024,AG
5025,5025,AG
5026,5026,AG
5027,5027,AG
5028,5028,AG
5030,5030,AG
5033,5033,AG
5034,5034,AG
5035,5035,AG
5036,5036,AG
5037,5037,AG
5040,5040,AG
5042,5042,AG
5043,5043,AG
5044,5044,AG
5046,5046,AG
5050,5050,AG
5053,5053,AG
5054,5054,AG
5056,5056,AG
5057,5057,AG
5058,5058,AG
5060,5060,AG
5062,5062,AG
5063,5063,AG
5064,5064,AG
5070,5070,AG
5072,5072,AG
5073,5073,AG
5074,5074,AG
5075,5075,AG
5076,5076,AG
5077,5077,AG
5078,5078,AG
5079,5079,AG
5080,5080,AG
5082,5082,AG
5083,5083,AG
5084,5084,AG
5085,5085,AG
5102,5102,AG
5103,5103,AG
5105,5105,AG
5106,5106,AG
5107,5107,AG
5108,5108,AG
5112,5112,AG
5113,5113,AG
5116,5116,AG
5201,5200,AG
5200,5200,AG
5210,5210,AG
5212,5212,AG
5213,5213,AG
5222,5222,AG
5223,5223,AG
5225,5225,AG
5232,5232,AG
5233,5233,AG
5234,5234,AG
5235,5235,AG
5236,5236,AG
5237,5237,AG
5242,5242,AG
5243,5243,AG
5244,5244,AG
5245,5245,AG
5246,5246,AG
5272,5272,AG
5273,5273,AG
5274,5274,AG
5275,5275,AG
5276,5276,AG
5277,5277,AG
5300,5300,AG
5301,5301,AG
5303,5303,AG
5304,5304,AG
5305,5305,AG
5306,5306,AG
5312,5312,AG
5313,5313,AG
5314,5314,AG
5315,5315,AG
5316,5316,AG
5317,5317,AG
5318,5318,AG
5322,5322,AG
5323,5323,AG
5324,5324,AG
5325,5325,AG
5326,5326,AG
5330,5330,AG
5332,5332,AG
5333,5333,AG
5334,5334,AG
5408,5400,AG
5402,5400,AG
5404,5400,AG
5400,5400,AG
5405,5400,AG
5401,5400,AG
5406,5400,AG
5405,5405,AG
5406,5406,AG
5412,5412,AG
5413,5413,AG
5415,5415,AG
5416,5416,AG
5417,5417,AG
5420,5420,AG
5423,5423,AG
5425,5425,AG
5426,5426,AG
5430,5430,AG
5432,5432,AG
5436,5436,AG
5442,5442,AG
5443,5443,AG
5444,5444,AG
5445,5445,AG
5452,5452,AG
5453,5453,AG
5454,5454,AG
5462,5462,AG
5463,5463,AG
5464,5464,AG
5465,5465,AG
5466,5466,AG
5467,5467,AG
5502,5502,AG
5503,5503,AG
5504,5504,AG
5505,5505,AG
5506,5506,AG
5507,5507,AG
5512,5512,AG
5522,5522,AG
5524,5524,AG
5525,5525,AG
5600,5600,AG
5603,5603,AG
5604,5604,AG
5605,5605,AG
5606,5606,AG
5607,5607,AG
5608,5608,AG
5610,5610,AG
5611,5611,AG
5612,5612,AG
5613,5613,AG
5614,5614,AG
5615,5615,AG
5616,5616,AG
5617,5617,AG
5618,5618,AG
5619,5619,AG
5620,5620,AG
5621,5621,AG
5622,5622,AG
5623,5623,AG
5624,5624,AG
5625,5625,AG
5626,5626,AG
5627,5627,AG
5628,5628,AG
5630,5630,AG
5632,5632,AG
5634,5634,AG
5636,5636,AG
5637,5637,AG
5642,5642,AG
5643,5643,AG
5644,5644,AG
5645,5645,AG
5646,5646,AG
5647,5647,AG
5702,5702,AG
5703,5703,AG
5704,5704,AG
5705,5705,AG
5706,5706,AG
5707,5707,AG
5708,5708,AG
5712,5712,AG
5722,5722,AG
5723,5723,AG
5724,5724,AG
5725,5725,AG
5726,5726,AG
5727,5727,AG
5728,5728,AG
5732,5732,AG
5733,5733,AG
5734,5734,AG
5735,5735,LU
5736,5736,AG
5737,5737,AG
5742,5742,AG
5745,5745,AG
5746,5746,SO
6000,6000,LU
6002,6000,LU
6003,6000,LU
6006,6000,LU
6015,6000,LU
6005,6000,LU
6009,6000,LU
6004,6000,LU
6014,6000,LU
6007,6000,LU
6002,6002,LU
6003,6003,LU
6005,6005,LU
6010,6010,LU
6010,6010,OW
6011,6011,LU
6012,6012,LU
6013,6013,LU
6014,6014,LU
6015,6015,LU
6016,6016,LU
6017,6017,LU
6018,6018,LU
6019,6019,LU
6020,6020,LU
6021,6021,LU
6022,6022,LU
6023,6023,LU
6024,6024,LU
6025,6025,LU
6026,6026,LU
6027,6027,LU
6028,6028,LU
6030,6030,LU
6031,6031,LU
6032,6032,LU
6033,6033,LU
6034,6034,LU
6035,6035,LU
6036,6036,LU
6037,6037,LU
6039,6037,LU
6038,6038,LU
6039,6039,LU
6042,6042,AG
6043,6043,LU
6044,6044,LU
6045,6045,LU
6047,6047,LU
6048,6048,LU
6052,6052,NW
6053,6053,OW
6055,6055,OW
6056,6056,OW
6061,6060,OW
6060,6060,OW
6062,6062,OW
6063,6063,OW
6064,6064,OW
6066,6066,OW
6067,6067,OW
6068,6068,OW
6072,6072,OW
6073,6073,OW
6074,6074,OW
6078,6078,OW
6083,6083,BE
6084,6084,BE
6085,6085,BE
6086,6086,BE
6102,6102,LU
6103,6103,LU
6105,6105,LU
6106,6106,LU
6110,6110,LU
6112,6112,LU
6113,6113,LU
6114,6114,LU
6122,6122,LU
6123,6123,LU
6125,6125,LU
6126,6126,LU
6130,6130,LU
6132,6132,LU
6133,6133,LU
6142,6142,LU
6143,6143,LU
6144,6144,LU
6145,6145,LU
6146,6146,LU
6147,6147,LU
6152,6152,LU
6153,6153,LU
6154,6154,LU
6156,6156,LU
6160,6160,LU
6161,6161,LU
6162,6162,LU
6163,6163,LU
6166,6166,LU
6167,6167,LU
6170,6170,LU
6173,6173,LU
6174,6174,LU
6182,6182,LU
6192,6192,LU
6196,6196,LU
6197,6197,BE
6203,6203,LU
6204,6204,LU
6205,6205,LU
6206,6206,LU
6207,6207,LU
6208,6208,LU
6210,6210,LU
6211,6211,LU
6212,6212,LU
6213,6213,LU
6214,6214,LU
6215,6215,LU
6216,6216,LU
6217,6217,LU
6218,6218,LU
6221,6221,LU
6222,6222,LU
6231,6231,LU
6232,6232,LU
6233,6233,LU
6234,6234,LU
6235,6235,LU
6236,6236,LU
6242,6242,LU
6243,6243,LU
6244,6244,LU
6245,6245,LU
6246,6246,LU
6247,6247,LU
6248,6248,LU
6252,6252,LU
6253,6253,LU
6260,6260,LU
6262,6262,LU
6263,6263,LU
6264,6264,LU
6265,6265,LU
6274,6274,LU
6275,6275,LU
6276,6276,LU
6277,6277,LU
6280,6280,LU
6281,6281,LU
6283,6283,LU
6284,6284,LU
6285,6285,LU
6286,6286,LU
6287,6287,LU
6288,6288,LU
6289,6289,LU
6294,6294,LU
6295,6295,LU
6300,6300,ZG
6301,6300,ZG
6303,6300,ZG
6302,6300,ZG
6301,6301,ZG
6312,6312,ZG
6313,6313,ZG
6314,6314,ZG
6315,6315,ZG
6317,6317,ZG
6318,6318,ZG
6319,6319,ZG
6330,6330,ZG
6331,6331,ZG
6332,6332,ZG
6333,6333,ZG
6340,6340,ZG
6341,6340,ZG
6343,6343,ZG
6344,6344,LU
6345,6345,ZG
6346,6346,ZG
6353,6353,LU
6354,6354,LU
6356,6356,LU
6362,6362,NW
6363,6363,NW
6365,6365,NW
6370,6370,NW
6371,6371,NW
6372,6372,NW
6373,6373,NW
6374,6374,NW
6375,6375,NW
6376,6376,NW
6377,6377,UR
6382,6382,NW
6383,6383,NW
6386,6386,NW
6387,6387,NW
6388,6388,OW
6390,6390,OW
6391,6390,OW
6402,6402,SZ
6403,6403,SZ
6404,6404,LU
6405,6405,SZ
6410,6410,SZ
6414,6414,SZ
6415,6415,SZ
6416,6416,SZ
6417,6417,SZ
6418,6418,SZ
6422,6422,SZ
6423,6423,SZ
6424,6424,SZ
6430,6430,SZ
6431,6431,SZ
6432,6432,SZ
6433,6433,SZ
6434,6434,SZ
6436,6436,SZ
6438,6438,SZ
6440,6440,SZ
6441,6441,UR
6442,6442,SZ
6443,6443,SZ
6452,6452,UR
6452,6452,SZ
6454,6454,UR
6460,6460,UR
6461,6461,UR
6462,6462,UR
6463,6463,UR
6464,6464,UR
6465,6465,UR
6466,6466,UR
6467,6467,UR
6468,6468,UR
6469,6469,UR
6472,6472,UR
6473,6473,UR
6474,6474,UR
6475,6475,UR
6476,6476,UR
6482,6482,UR
6484,6484,UR
6485,6485,UR
6487,6487,UR
6490,6490,UR
6491,6491,UR
6493,6493,UR
6500,6500,TI
6506,6500,TI
6501,6500,TI
6503,6500,TI
6501,6501,TI
6511,6511,TI
6512,6512,TI
6513,6513,TI
6514,6514,TI
6515,6515,TI
6516,6516,TI
6517,6517,TI
6518,6518,TI
6523,6523,TI
6524,6524,TI
6525,6525,TI
6526,6526,TI
6527,6527,TI
6528,6528,TI
6530,6530,TI
6532,6532,TI
6533,6533,TI
6534,6534,GR
6535,6535,GR
6537,6537,GR
6538,6538,GR
6540,6540,GR
6541,6541,GR
6542,6542,GR
6543,6543,GR
6544,6544,GR
6545,6545,GR
6546,6546,GR
6548,6548,GR
6549,6549,GR
6556,6556,GR
6557,6557,GR
6558,6558,GR
6562,6562,GR
6563,6563,GR
6565,6565,GR
6571,6571,TI
6572,6572,TI
6573,6573,TI
6574,6574,TI
6575,6575,TI
6576,6576,TI
6577,6577,TI
6578,6578,TI
6579,6579,TI
6582,6582,TI
6583,6583,TI
6584,6584,TI
6590,6590,TI
6591,6591,TI
6592,6592,TI
6593,6593,TI
6594,6594,TI
6595,6595,TI
6596,6596,TI
6597,6597,TI
6598,6598,TI
6599,6599,TI
6600,6600,TI
6601,6600,TI
6602,6600,TI
6604,6600,TI
6605,6600,TI
6601,6601,TI
6611,6611,TI
6612,6612,TI
6613,6613,TI
6614,6614,TI
6616,6616,TI
6618,6618,TI
6622,6622,TI
6631,6631,TI
6632,6632,TI
6633,6633,TI
6634,6634,TI
6635,6635,TI
6636,6636,TI
6637,6637,TI
6644,6644,TI
6645,6645,TI
6646,6646,TI
6647,6647,TI
6648,6648,TI
6652,6652,TI
6653,6653,TI
6654,6654,TI
6655,6655,TI
6656,6656,TI
6657,6657,TI
6658,6658,TI
6659,6659,TI
6661,6661,TI
6662,6662,TI
6663,6663,TI
6664,6664,TI
6670,6670,TI
6672,6672,TI
6673,6673,TI
6674,6674,TI
6675,6675,TI
6676,6676,TI
6677,6677,TI
6678,6678,TI
6682,6682,TI
6683,6683,TI
6684,6684,TI
6685,6685,TI
6690,6690,TI
6692,6692,TI
6693,6693,TI
6694,6694,TI
6695,6695,TI
6696,6696,TI
6702,6702,TI
6703,6703,TI
6705,6705,TI
6707,6707,TI
6710,6710,TI
6713,6713,TI
6714,6714,TI
6715,6715,TI
6716,6716,TI
6717,6717,TI
6718,6718,TI
6719,6719,TI
6720,6720,TI
6721,6721,TI
6722,6722,TI
6723,6723,TI
6724,6724,TI
6742,6742,TI
6743,6743,TI
6744,6744,TI
6745,6745,TI
6746,6746,TI
6747,6747,TI
6748,6748,TI
6749,6749,TI
6760,6760,TI
6763,6763,TI
6764,6764,TI
6772,6772,TI
6773,6773,TI
6774,6774,TI
6775,6775,TI
6776,6776,TI
6777,6777,TI
6780,6780,TI
6781,6781,TI
6802,6802,TI
6803,6803,TI
6804,6804,TI
6805,6805,TI
6806,6806,TI
6807,6807,TI
6808,6808,TI
6809,6809,TI
6810,6810,TI
6814,6814,TI
6815,6815,TI
6816,6816,TI
6817,6817,TI
6818,6818,TI
6821,6821,TI
6822,6822,TI
6823,6823,TI
6825,6825,TI
6826,6826,TI
6827,6827,TI
6828,6828,TI
6830,6830,TI
6832,6832,TI
6833,6833,TI
6834,6834,TI
6835,6835,TI
6836,6836,TI
6837,6837,TI
6838,6838,TI
6839,6839,TI
6850,6850,TI
6852,6852,TI
6853,6853,TI
6854,6854,TI
6855,6855,TI
6862,6862,TI
6863,6863,TI
6864,6864,TI
6865,6865,TI
6866,6866,TI
6867,6867,TI
6872,6872,TI
6873,6873,TI
6874,6874,TI
6875,6875,TI
6877,6877,TI
6883,6883,TI
6900,6900,TI
6906,6900,TI
6907,6900,TI
6905,6900,TI
6901,6900,TI
6902,6900,TI
6904,6900,TI
6903,6900,TI
6908,6900,TI
6901,6901,TI
6911,6911,IT
6912,6912,TI
6913,6913,TI
6914,6914,TI
6915,6915,TI
6916,6916,TI
6917,6917,TI
6918,6918,TI
6919,6919,TI
6921,6921,TI
6922,6922,TI
6924,6924,TI
6925,6925,TI
6926,6926,TI
6927,6927,TI
6928,6928,TI
6929,6929,TI
6930,6930,TI
6932,6932,TI
6933,6933,TI
6934,6934,TI
6935,6935,TI
6936,6936,TI
6937,6937,TI
6938,6938,TI
6939,6939,TI
6942,6942,TI
6943,6943,TI
6944,6944,TI
6945,6945,TI
6946,6946,TI
6947,6947,TI
6948,6948,TI
6949,6949,TI
6950,6950,TI
6951,6951,TI
6952,6952,TI
6953,6953,TI
6954,6954,TI
6955,6955,TI
6956,6956,TI
6957,6957,TI
6958,6958,TI
6959,6959,TI
6960,6960,TI
6962,6962,TI
6963,6963,TI
6964,6964,TI
6965,6965,TI
6966,6966,TI
6967,6967,TI
6968,6968,TI
6974,6974,TI
6976,6976,TI
6977,6977,TI
6978,6978,TI
6979,6979,TI
6980,6980,TI
6981,6981,TI
6982,6982,TI
6983,6983,TI
6984,6984,TI
6986,6986,TI
6987,6987,TI
6988,6988,TI
6989,6989,TI
6990,6990,TI
6991,6991,TI
6992,6992,TI
6993,6993,TI
6994,6994,TI
6995,6995,TI
6997,6997,TI
6998,6998,TI
6999,6999,TI
7006,7000,GR
7004,7000,GR
7007,7000,GR
7000,7000,GR
7001,7000,GR
7003,7000,GR
7012,7012,GR
7013,7013,GR
7014,7014,GR
7015,7015,GR
7016,7016,GR
7017,7017,GR
7018,7018,GR
7019,7019,GR
7023,7023,GR
7026,7026,GR
7027,7027,GR
7028,7028,GR
7029,7029,GR
7031,7031,GR
7032,7031,GR
7050,7050,GR
7056,7056,GR
7057,7057,GR
7058,7058,GR
7062,7062,GR
7063,7063,GR
7064,7064,GR
7074,7074,GR
7075,7075,GR
7076,7076,GR
7077,7077,GR
7078,7078,GR
7082,7082,GR
7083,7083,GR
7084,7084,GR
7104,7104,GR
7106,7106,GR
7107,7107,GR
7109,7109,GR
7110,7110,GR
7111,7111,GR
7112,7112,GR
7113,7113,GR
7114,7114,GR
7115,7115,GR
7116,7116,GR
7122,7122,GR
7126,7126,GR
7127,7127,GR
7128,7128,GR
7130,7130,GR
7132,7132,GR
7134,7134,GR
7137,7137,GR
7138,7138,GR
7141,7141,GR
7142,7142,GR
7143,7143,GR
7144,7144,GR
7145,7145,GR
7146,7146,GR
7147,7147,GR
7148,7148,GR
7149,7149,GR
7151,7151,GR
7152,7152,GR
7153,7153,GR
7154,7154,GR
7155,7155,GR
7156,7156,GR
7157,7157,GR
7158,7158,GR
7159,7159,GR
7162,7162,GR
7163,7163,GR
7164,7164,GR
7165,7165,GR
7166,7166,GR
7167,7167,GR
7168,7168,GR
7172,7172,GR
7173,7173,GR
7174,7174,GR
7175,7175,GR
7176,7176,GR
7180,7180,GR
7182,7182,GR
7183,7183,GR
7184,7184,GR
7185,7185,GR
7186,7186,GR
7187,7187,GR
7188,7188,GR
7189,7189,GR
7200,7200,GR
7202,7202,GR
7203,7203,GR
7204,7204,GR
7205,7205,GR
7206,7206,GR
7208,7208,GR
7210,7210,GR
7212,7212,GR
7213,7213,GR
7214,7214,GR
7215,7215,GR
7220,7220,GR
7222,7222,GR
7223,7223,GR
7224,7224,GR
7226,7226,GR
7228,7228,GR
7230,7230,GR
7231,7231,GR
7232,7232,GR
7233,7233,GR
7235,7235,GR
7240,7240,GR
7241,7241,GR
7242,7242,GR
7243,7243,GR
7244,7244,GR
7245,7245,GR
7246,7246,GR
7247,7247,GR
7249,7249,GR
7250,7250,GR
7252,7252,GR
7260,7260,GR
7265,7265,GR
7270,7270,GR
7272,7272,GR
7276,7276,GR
7277,7277,GR
7278,7278,GR
7302,7302,GR
7303,7303,GR
7304,7304,GR
7306,7306,GR
7307,7307,GR
7310,7310,SG
7312,7312,SG
7313,7313,SG
7314,7314,SG
7315,7315,SG
7317,7317,SG
7320,7320,SG
7323,7323,SG
7324,7324,SG
7325,7325,SG
7326,7326,SG
7402,7402,GR
7403,7403,GR
7404,7404,GR
7405,7405,GR
7407,7407,GR
7408,7408,GR
7411,7411,GR
7412,7412,GR
7413,7413,GR
7414,7414,GR
7415,7415,GR
7416,7416,GR
7417,7417,GR
7418,7418,GR
7419,7419,GR
7421,7421,GR
7422,7422,GR
7423,7423,GR
7424,7424,GR
7425,7425,GR
7426,7426,GR
7427,7427,GR
7428,7428,GR
7430,7430,GR
7431,7431,GR
7432,7432,GR
7433,7433,GR
7434,7434,GR
7435,7435,GR
7436,7436,GR
7437,7437,GR
7438,7438,GR
7440,7440,GR
7442,7442,GR
7443,7443,GR
7444,7444,GR
7445,7445,GR
7446,7446,GR
7447,7447,GR
7448,7448,GR
7450,7450,GR
7451,7451,GR
7452,7452,GR
7453,7453,GR
7454,7454,GR
7455,7455,GR
7456,7456,GR
7457,7457,GR
7458,7458,GR
7459,7459,GR
7460,7460,GR
7462,7462,GR
7463,7463,GR
7464,7464,GR
7472,7472,GR
7473,7473,GR
7477,7477,GR
7482,7482,GR
7484,7484,GR
7492,7492,GR
7493,7493,GR
7494,7494,GR
7500,7500,GR
7502,7502,GR
7503,7503,GR
7504,7504,GR
7505,7505,GR
7512,7512,GR
7513,7513,GR
7514,7514,GR
7515,7515,GR
7516,7516,GR
7517,7517,GR
7522,7522,GR
7523,7523,GR
7524,7524,GR
7525,7525,GR
7526,7526,GR
7527,7527,GR
7530,7530,GR
7532,7532,GR
7533,7533,GR
7534,7534,GR
7535,7535,GR
7536,7536,GR
7537,7537,GR
7542,7542,GR
7543,7543,GR
7545,7545,GR
7546,7546,GR
7550,7550,GR
7551,7551,GR
7552,7552,GR
7553,7553,GR
7554,7554,GR
7556,7556,GR
7557,7557,GR
7558,7558,GR
7559,7559,GR
7560,7560,GR
7562,7562,GR
7563,7563,GR
7602,7602,GR
7603,7603,GR
7604,7604,GR
7605,7605,GR
7606,7606,GR
7608,7608,GR
7610,7610,GR
7710,7710,GR
7741,7741,GR
7742,7742,GR
7743,7743,GR
7744,7744,GR
7745,7745,GR
7746,7746,GR
7747,7747,GR
7748,7748,GR
8024,8000,ZH
8032,8000,ZH
8045,8000,ZH
8008,8000,ZH
8038,8000,ZH
8047,8000,ZH
8051,8000,ZH
8090,8000,ZH
8022,8000,ZH
8026,8000,ZH
8048,8000,ZH
8050,8000,ZH
8000,8000,ZH
8005,8000,ZH
8071,8000,ZH
8086,8000,ZH
8085,8000,ZH
8075,8000,ZH
8021,8000,ZH
8023,8000,ZH
8042,8000,ZH
8046,8000,ZH
8052,8000,ZH
8091,8000,ZH
8034,8000,ZH
8055,8000,ZH
8061,8000,ZH
8004,8000,ZH
8006,8000,ZH
8033,8000,ZH
8003,8000,ZH
8057,8000,ZH
8058,8000,ZH
8088,8000,ZH
8092,8000,ZH
8087,8000,ZH
8081,8000,ZH
8059,8000,ZH
8030,8000,ZH
8001,8000,ZH
8002,8000,ZH
8041,8000,ZH
8080,8000,ZH
8027,8000,ZH
8037,8000,ZH
8039,8000,ZH
8053,8000,ZH
8063,8000,ZH
8031,8000,ZH
8093,8000,ZH
8036,8000,ZH
8040,8000,ZH
8044,8000,ZH
8049,8000,ZH
8064,8000,ZH
8099,8000,ZH
8070,8000,ZH
8002,8002,ZH
8006,8006,ZH
8010,8010,ZH
8011,8011,ZH
8012,8012,ZH
8015,8015,ZH
8017,8017,ZH
8018,8018,ZH
8021,8021,ZH
8024,8024,ZH
8025,8025,ZH
8027,8027,ZH
8031,8031,ZH
8036,8036,ZH
8037,8037,ZH
8045,8045,ZH
8047,8047,ZH
8048,8048,ZH
8050,8050,ZH
8059,8059,ZH
8060,8060,ZH
8068,8068,ZH
8072,8072,ZH
8073,8073,ZH
8074,8074,ZH
8080,8080,ZH
8096,8096,ZH
8098,8098,ZH
8102,8102,ZH
8103,8103,ZH
8104,8104,ZH
8105,8105,ZH
8106,8106,ZH
8107,8107,ZH
8108,8108,ZH
8109,8109,AG
8112,8112,ZH
8113,8113,ZH
8114,8114,ZH
8115,8115,ZH
8117,8117,ZH
8118,8118,ZH
8121,8121,ZH
8122,8122,ZH
8123,8123,ZH
8124,8124,ZH
8125,8125,ZH
8126,8126,ZH
8127,8127,ZH
8130,8130,ZH
8132,8132,ZH
8133,8133,ZH
8134,8134,ZH
8135,8135,ZH
8136,8136,ZH
8140,8140,ZH
8142,8142,ZH
8143,8143,ZH
8150,8150,ZH
8152,8152,ZH
8153,8153,ZH
8154,8154,ZH
8155,8155,ZH
8156,8156,ZH
8157,8157,ZH
8158,8158,ZH
8162,8162,ZH
8164,8164,ZH
8165,8165,ZH
8166,8166,ZH
8172,8172,ZH
8173,8173,ZH
8174,8174,ZH
8175,8175,ZH
8180,8180,ZH
8181,8181,ZH
8182,8182,ZH
8183,8183,ZH
8184,8184,ZH
8185,8185,ZH
8187,8187,ZH
8192,8192,ZH
8193,8193,ZH
8194,8194,ZH
8195,8195,ZH
8196,8196,ZH
8197,8197,ZH
8203,8200,SH
8200,8200,SH
8201,8200,SH
8202,8200,SH
8204,8200,SH
8208,8200,SH
8207,8200,SH
8210,8200,SH
8203,8203,SH
8212,8212,SH
8212,8212,ZH
8213,8213,SH
8214,8214,SH
8215,8215,SH
8216,8216,SH
8217,8217,SH
8218,8218,SH
8219,8219,SH
8222,8222,SH
8223,8223,SH
8224,8224,SH
8225,8225,SH
8226,8226,SH
8228,8228,SH
8231,8231,SH
8232,8232,SH
8233,8233,SH
8234,8234,SH
8235,8235,SH
8236,8236,SH
8238,8238,DE
8239,8239,SH
8240,8240,SH
8241,8241,SH
8242,8242,SH
8243,8243,SH
8245,8245,ZH
8246,8246,ZH
8247,8247,ZH
8248,8248,ZH
8252,8252,TG
8253,8253,TG
8254,8254,TG
8255,8255,TG
8259,8259,TG
8260,8260,SH
8261,8261,SH
8262,8262,SH
8263,8263,SH
8264,8264,TG
8265,8265,TG
8266,8266,TG
8267,8267,TG
8268,8268,TG
8269,8269,TG
8272,8272,TG
8273,8273,TG
8274,8274,TG
8280,8280,TG
8285,8285,TG
8300,8300,ZH
8301,8301,ZH
8302,8302,ZH
8303,8303,ZH
8304,8304,ZH
8305,8305,ZH
8306,8306,ZH
8307,8307,ZH
8325,8307,ZH
8308,8308,ZH
8309,8309,ZH
8310,8310,ZH
8311,8311,ZH
8312,8312,ZH
8314,8314,ZH
8315,8315,ZH
8317,8317,ZH
8320,8320,ZH
8322,8322,ZH
8326,8326,ZH
8330,8330,ZH
8331,8331,ZH
8332,8332,ZH
8335,8335,ZH
8340,8340,ZH
8342,8342,ZH
8343,8343,ZH
8344,8344,ZH
8345,8345,ZH
8350,8350,ZH
8352,8352,ZH
8353,8353,ZH
8354,8354,ZH
8355,8355,TG
8356,8356,TG
8357,8357,TG
8360,8360,TG
8362,8362,TG
8363,8363,TG
8370,8370,TG
8371,8371,TG
8372,8372,TG
8374,8374,TG
8376,8376,TG
8402,8400,ZH
8400,8400,ZH
8408,8400,ZH
8401,8400,ZH
8406,8400,ZH
8411,8400,ZH
8404,8400,ZH
8409,8400,ZH
8410,8400,ZH
8405,8400,ZH
8403,8403,ZH
8404,8404,ZH
8406,8406,ZH
8408,8408,ZH
8411,8411,ZH
8412,8412,ZH
8413,8413,ZH
8414,8414,ZH
8415,8415,ZH
8416,8416,ZH
8418,8418,ZH
8421,8421,ZH
8422,8422,ZH
8424,8424,ZH
8425,8425,ZH
8426,8426,ZH
8427,8427,ZH
8428,8428,ZH
8442,8442,ZH
8444,8444,ZH
8447,8447,ZH
8450,8450,ZH
8451,8451,ZH
8452,8452,ZH
8453,8453,ZH
8454,8454,SH
8455,8455,SH
8457,8457,ZH
8458,8458,ZH
8459,8459,ZH
8460,8460,ZH
8461,8461,ZH
8462,8462,ZH
8463,8463,ZH
8464,8464,ZH
8465,8465,ZH
8466,8466,ZH
8467,8467,ZH
8468,8468,ZH
8471,8471,ZH
8472,8472,ZH
8474,8474,ZH
8475,8475,ZH
8476,8476,ZH
8477,8477,ZH
8478,8478,ZH
8479,8479,ZH
8482,8482,ZH
8483,8483,ZH
8484,8484,ZH
8486,8486,ZH
8487,8487,ZH
8488,8488,ZH
8489,8489,ZH
8492,8492,ZH
8493,8493,ZH
8494,8494,ZH
8495,8495,ZH
8496,8496,ZH
8497,8497,ZH
8498,8498,ZH
8499,8499,ZH
8502,8500,TG
8500,8500,TG
8501,8500,TG
8503,8500,TG
8505,8505,TG
8506,8506,TG
8507,8507,TG
8508,8508,TG
8509,8509,TG
8510,8510,TG
8512,8512,TG
8514,8514,TG
8520,8520,TG
8522,8522,TG
8523,8523,ZH
8524,8524,TG
8525,8525,TG
8526,8526,TG
8530,8530,TG
8532,8532,TG
8535,8535,TG
8536,8536,TG
8537,8537,TG
8540,8540,TG
8542,8542,ZH
8543,8543,ZH
8544,8544,ZH
8545,8545,ZH
8546,8546,TG
8546,8546,ZH
8547,8547,TG
8548,8548,ZH
8552,8552,TG
8553,8553,TG
8554,8554,TG
8555,8555,TG
8556,8556,TG
8558,8558,TG
8560,8560,TG
8561,8561,TG
8564,8564,TG
8565,8565,TG
8566,8566,TG
8570,8570,TG
8572,8572,TG
8573,8573,TG
8574,8574,TG
8575,8575,TG
8576,8576,TG
8577,8577,TG
8580,8580,TG
8581,8581,TG
8582,8582,TG
8583,8583,TG
8584,8584,TG
8585,8585,TG
8586,8586,TG
8587,8587,TG
8588,8588,TG
8589,8589,TG
8590,8590,TG
8592,8592,TG
8593,8593,TG
8594,8594,TG
8595,8595,TG
8596,8596,TG
8597,8597,TG
8598,8598,TG
8599,8599,TG
8600,8600,ZH
8602,8602,ZH
8603,8603,ZH
8604,8604,ZH
8605,8605,ZH
8606,8606,ZH
8607,8607,ZH
8608,8608,ZH
8610,8610,ZH
8612,8610,ZH
8613,8610,ZH
8614,8614,ZH
8615,8615,ZH
8616,8616,ZH
8617,8617,ZH
8618,8618,ZH
8620,8620,ZH
8621,8620,ZH
8623,8620,ZH
8622,8620,ZH
8624,8624,ZH
8625,8625,ZH
8626,8626,ZH
8627,8627,ZH
8630,8630,ZH
8632,8632,ZH
8633,8633,ZH
8634,8634,ZH
8635,8635,ZH
8636,8636,ZH
8637,8637,ZH
8638,8638,SG
8639,8639,ZH
8640,8640,SG
8640,8640,SZ
8645,8645,SG
8646,8646,SG
8700,8700,ZH
8702,8702,ZH
8703,8703,ZH
8704,8704,ZH
8706,8706,ZH
8707,8707,ZH
8708,8708,ZH
8712,8712,ZH
8713,8713,ZH
8714,8714,ZH
8715,8715,SG
8716,8716,SG
8717,8717,SG
8718,8718,SG
8722,8722,SG
8723,8723,SG
8725,8725,SG
8726,8726,SG
8727,8727,SG
8730,8730,SG
8732,8732,SG
8733,8733,SG
8734,8734,SG
8735,8735,SG
8737,8737,SG
8738,8738,SG
8739,8739,SG
8740,8740,SG
8750,8750,GL
8751,8751,UR
8752,8752,GL
8753,8753,GL
8754,8754,GL
8755,8755,GL
8756,8756,GL
8757,8757,GL
8758,8758,GL
8759,8759,GL
8762,8762,GL
8765,8765,GL
8766,8766,GL
8767,8767,GL
8772,8772,GL
8773,8773,GL
8774,8774,GL
8775,8775,GL
8777,8777,GL
8782,8782,GL
8783,8783,GL
8784,8784,GL
8800,8800,ZH
8802,8802,ZH
8803,8803,ZH
8804,8804,ZH
8805,8805,ZH
8806,8806,SZ
8807,8807,SZ
8808,8808,SZ
8810,8810,ZH
8813,8810,ZH
8815,8815,ZH
8816,8816,ZH
8820,8820,ZH
8824,8824,ZH
8825,8825,ZH
8832,8832,SZ
8833,8833,ZH
8834,8834,SZ
8835,8835,SZ
8836,8836,SZ
8840,8840,SZ
